text,label
"I have fever, joint pain, headache, sneezing, insomnia, tremors, weight gain.",Gastritis
"I have weight loss, abdominal pain, insomnia, weight gain, blurred vision, swelling, nausea.",Parkinson'S
"I have diarrhea, back pain, depression, sneezing, anxiety.",Food Poisoning
"I have headache, vomiting, weight loss, tremors.",Ulcer
"I have tremors, sore throat, insomnia, fever, headache, fatigue.",Stroke
"I have rash, abdominal pain, cough, weight loss.",Dementia
"I have blurred vision, vomiting, dizziness, back pain.",Obesity
"I have fatigue, appetite loss, depression, diarrhea, tremors, sore throat.",Food Poisoning
"I have fever, anxiety, insomnia, chest pain, vomiting.",Depression
"I have depression, tremors, headache, diarrhea, fatigue, appetite loss, joint pain.",Dermatitis
"I have shortness of breath, runny nose, back pain, abdominal pain, appetite loss, swelling, cough.",Chronic Kidney Disease
"I have sneezing, anxiety, appetite loss, insomnia, runny nose, abdominal pain, blurred vision.",Obesity
"I have back pain, chest pain, headache.",Anxiety
"I have shortness of breath, fever, joint pain.",Allergy
"I have headache, chest pain, runny nose, blurred vision, sneezing, fatigue, fever.",Heart Disease
"I have chest pain, sneezing, shortness of breath, anxiety.",Gastritis
"I have dizziness, tremors, sore throat, chest pain, anxiety, rash, runny nose.",Food Poisoning
"I have headache, sneezing, weight loss.",Ulcer
"I have headache, rash, joint pain, depression, weight loss, sore throat, diarrhea.",Depression
"I have dizziness, fatigue, cough, insomnia, nausea, weight gain.",Pneumonia
"I have runny nose, muscle pain, joint pain.",Gastritis
"I have back pain, abdominal pain, headache.",Ibs
"I have weight gain, anxiety, tremors, depression.",Tuberculosis
"I have dizziness, sore throat, tremors.",Diabetes
"I have depression, anxiety, back pain, abdominal pain, weight loss, sore throat, fever.",Anxiety
"I have rash, weight loss, diarrhea.",Tuberculosis
"I have vomiting, abdominal pain, back pain, rash.",Gastritis
"I have vomiting, back pain, sneezing, muscle pain, cough, insomnia.",Dementia
"I have rash, muscle pain, runny nose, headache.",Anxiety
"I have appetite loss, sore throat, fever.",Asthma
"I have abdominal pain, dizziness, joint pain, shortness of breath, nausea, fever, sweating.",Bronchitis
"I have swelling, dizziness, blurred vision, sore throat, anxiety, chest pain.",Pneumonia
"I have fever, runny nose, depression, fatigue, weight gain, appetite loss.",Liver Disease
"I have anxiety, shortness of breath, headache, sore throat, sneezing.",Stroke
"I have vomiting, joint pain, weight gain, depression, tremors, headache.",Stroke
"I have fever, diarrhea, nausea, muscle pain, runny nose, rash.",Anxiety
"I have back pain, appetite loss, weight gain, shortness of breath, cough.",Thyroid Disorder
"I have depression, weight loss, sneezing.",Thyroid Disorder
"I have nausea, muscle pain, vomiting, chest pain, abdominal pain, rash.",Gastritis
"I have cough, muscle pain, vomiting, anxiety.",Stroke
"I have rash, fever, weight gain, appetite loss, blurred vision.",Covid-19
"I have anxiety, dizziness, sneezing, depression, weight loss, runny nose.",Covid-19
"I have headache, fatigue, swelling, blurred vision, diarrhea, dizziness, cough.",Anxiety
"I have abdominal pain, anxiety, rash, cough, swelling, nausea.",Liver Disease
"I have muscle pain, swelling, blurred vision, appetite loss, fever.",Allergy
"I have cough, muscle pain, appetite loss, headache.",Bronchitis
"I have appetite loss, headache, weight loss, dizziness.",Food Poisoning
"I have blurred vision, insomnia, appetite loss, anxiety, sweating, sneezing, tremors.",Dermatitis
"I have rash, abdominal pain, fever.",Migraine
"I have joint pain, diarrhea, insomnia, tremors.",Depression
"I have sweating, abdominal pain, fever, insomnia, blurred vision, anxiety, back pain.",Parkinson'S
"I have chest pain, shortness of breath, anxiety, appetite loss, joint pain.",Influenza
"I have anxiety, muscle pain, nausea, chest pain, shortness of breath, sore throat.",Pneumonia
"I have sweating, chest pain, tremors, muscle pain, fever, depression.",Hypertension
"I have chest pain, vomiting, joint pain, sore throat, dizziness, abdominal pain.",Influenza
"I have joint pain, weight gain, diarrhea, vomiting, rash, appetite loss, anxiety.",Thyroid Disorder
"I have diarrhea, cough, sweating, weight gain, insomnia, rash, blurred vision.",Anemia
"I have dizziness, joint pain, insomnia, fatigue, appetite loss.",Tuberculosis
"I have weight gain, blurred vision, swelling, insomnia.",Bronchitis
"I have insomnia, weight loss, tremors, sweating, weight gain, sneezing.",Arthritis
"I have runny nose, sneezing, chest pain, sweating, fever, sore throat, joint pain.",Migraine
"I have blurred vision, chest pain, weight loss, headache, vomiting, muscle pain.",Gastritis
"I have shortness of breath, blurred vision, back pain.",Migraine
"I have vomiting, nausea, appetite loss, back pain, depression.",Arthritis
"I have anxiety, sneezing, shortness of breath.",Stroke
"I have chest pain, appetite loss, fever, diarrhea.",Bronchitis
"I have back pain, sweating, depression, shortness of breath.",Bronchitis
"I have dizziness, diarrhea, appetite loss, rash, muscle pain, chest pain, shortness of breath.",Ulcer
"I have rash, anxiety, sweating, diarrhea.",Influenza
"I have shortness of breath, diarrhea, runny nose, headache, weight gain, back pain.",Chronic Kidney Disease
"I have swelling, sneezing, diarrhea, anxiety, cough, vomiting.",Anemia
"I have abdominal pain, dizziness, swelling, appetite loss, shortness of breath, chest pain.",Asthma
"I have back pain, weight loss, swelling.",Food Poisoning
"I have swelling, chest pain, diarrhea, abdominal pain, headache.",Covid-19
"I have tremors, cough, chest pain, back pain.",Allergy
"I have headache, shortness of breath, sneezing, joint pain.",Allergy
"I have joint pain, fever, weight loss.",Dermatitis
"I have muscle pain, sneezing, shortness of breath, blurred vision, runny nose, tremors.",Ulcer
"I have insomnia, weight gain, rash.",Influenza
"I have tremors, shortness of breath, sneezing, swelling.",Parkinson'S
"I have rash, headache, nausea, appetite loss, diarrhea, vomiting, muscle pain.",Arthritis
"I have runny nose, muscle pain, swelling, sore throat, nausea, weight gain.",Diabetes
"I have fever, swelling, appetite loss, joint pain, shortness of breath, cough.",Anemia
"I have shortness of breath, fatigue, weight gain, nausea.",Influenza
"I have fever, joint pain, dizziness.",Allergy
"I have weight loss, sweating, dizziness, back pain.",Hypertension
"I have fever, anxiety, back pain, joint pain, vomiting.",Allergy
"I have abdominal pain, tremors, headache, sneezing, fatigue.",Asthma
"I have chest pain, runny nose, sneezing, cough, back pain, weight gain.",Sinusitis
"I have chest pain, diarrhea, nausea, cough, tremors, sneezing.",Covid-19
"I have joint pain, tremors, nausea.",Covid-19
"I have shortness of breath, headache, sneezing, insomnia.",Gastritis
"I have insomnia, rash, depression, weight loss.",Stroke
"I have depression, weight loss, sore throat.",Pneumonia
"I have vomiting, back pain, depression, weight loss, diarrhea, dizziness.",Anemia
"I have abdominal pain, sore throat, diarrhea.",Covid-19
"I have fever, runny nose, nausea, sore throat.",Migraine
"I have cough, weight gain, insomnia.",Ibs
"I have shortness of breath, anxiety, nausea, vomiting.",Parkinson'S
"I have runny nose, sneezing, headache.",Common Cold
"I have insomnia, weight loss, appetite loss, shortness of breath, vomiting, back pain, tremors.",Migraine
"I have fever, weight loss, weight gain, fatigue, vomiting, swelling.",Common Cold
"I have joint pain, cough, chest pain, sneezing, nausea, anxiety.",Bronchitis
"I have weight gain, sore throat, shortness of breath, swelling, abdominal pain.",Diabetes
"I have rash, fatigue, sneezing, weight loss, blurred vision, depression, swelling.",Bronchitis
"I have muscle pain, swelling, shortness of breath, vomiting, fever, tremors.",Ibs
"I have chest pain, weight gain, sweating.",Pneumonia
"I have shortness of breath, nausea, cough, swelling, joint pain.",Gastritis
"I have sneezing, fatigue, headache, sweating, dizziness, tremors, abdominal pain.",Allergy
"I have appetite loss, vomiting, fatigue, sneezing, insomnia, muscle pain.",Hypertension
"I have tremors, nausea, runny nose, vomiting.",Chronic Kidney Disease
"I have vomiting, abdominal pain, depression, joint pain, sore throat, shortness of breath, nausea.",Depression
"I have dizziness, appetite loss, swelling, tremors.",Bronchitis
"I have sneezing, appetite loss, weight gain, insomnia, runny nose, nausea, anxiety.",Liver Disease
"I have insomnia, vomiting, sweating, dizziness, nausea, fever, muscle pain.",Sinusitis
"I have joint pain, abdominal pain, sneezing, fever, weight gain, weight loss.",Anemia
"I have vomiting, weight gain, nausea, weight loss, rash, dizziness.",Stroke
"I have rash, vomiting, appetite loss, swelling, chest pain, depression.",Ibs
"I have muscle pain, anxiety, nausea, cough.",Allergy
"I have anxiety, sneezing, vomiting, diarrhea, shortness of breath.",Arthritis
"I have cough, nausea, dizziness, fever, anxiety, insomnia, muscle pain.",Arthritis
"I have fatigue, blurred vision, swelling, diarrhea, anxiety.",Hypertension
"I have joint pain, fever, sweating, abdominal pain, fatigue.",Liver Disease
"I have depression, weight gain, appetite loss.",Hypertension
"I have joint pain, muscle pain, sneezing, vomiting, depression.",Obesity
"I have runny nose, anxiety, depression.",Tuberculosis
"I have anxiety, vomiting, dizziness, blurred vision.",Tuberculosis
"I have back pain, weight gain, sore throat.",Heart Disease
"I have sneezing, rash, back pain, headache, fatigue.",Chronic Kidney Disease
"I have shortness of breath, tremors, sneezing, swelling, fatigue, muscle pain, sore throat.",Tuberculosis
"I have diarrhea, shortness of breath, fatigue, cough, fever, rash.",Arthritis
"I have insomnia, sweating, muscle pain, back pain, fever, headache.",Common Cold
"I have blurred vision, sore throat, vomiting, headache, fever, sweating.",Chronic Kidney Disease
"I have fever, swelling, appetite loss, weight gain.",Anxiety
"I have weight loss, sore throat, appetite loss, depression, swelling, sweating.",Migraine
"I have swelling, headache, muscle pain, insomnia, nausea, rash.",Food Poisoning
"I have appetite loss, rash, weight gain.",Allergy
"I have chest pain, insomnia, blurred vision, sweating.",Heart Disease
"I have runny nose, joint pain, appetite loss, cough, anxiety.",Asthma
"I have swelling, sore throat, joint pain, depression.",Epilepsy
"I have weight gain, diarrhea, nausea, sore throat, chest pain.",Depression
"I have joint pain, tremors, anxiety, runny nose.",Ibs
"I have cough, muscle pain, back pain.",Obesity
"I have fever, anxiety, diarrhea.",Sinusitis
"I have swelling, runny nose, shortness of breath, joint pain, fatigue, vomiting.",Diabetes
"I have sneezing, abdominal pain, dizziness, weight gain, headache, sweating, insomnia.",Dementia
"I have appetite loss, back pain, weight gain, depression.",Thyroid Disorder
"I have runny nose, fatigue, joint pain, weight loss.",Influenza
"I have blurred vision, chest pain, cough, abdominal pain, vomiting, appetite loss.",Arthritis
"I have swelling, weight loss, rash, sneezing, chest pain, diarrhea.",Ibs
"I have sweating, headache, weight gain, cough, insomnia.",Sinusitis
"I have tremors, nausea, diarrhea, headache, vomiting, sweating, joint pain.",Covid-19
"I have chest pain, abdominal pain, shortness of breath, anxiety, headache, back pain.",Migraine
"I have dizziness, rash, anxiety.",Dermatitis
"I have appetite loss, vomiting, swelling, muscle pain, cough, blurred vision.",Covid-19
"I have dizziness, sweating, runny nose, weight gain, anxiety.",Ulcer
"I have blurred vision, diarrhea, weight loss, runny nose, chest pain, fever, muscle pain.",Chronic Kidney Disease
"I have joint pain, dizziness, fatigue, weight loss, anxiety, fever, headache.",Ibs
"I have sore throat, back pain, blurred vision, depression, anxiety.",Bronchitis
"I have fever, weight loss, anxiety, diarrhea, headache.",Chronic Kidney Disease
"I have rash, fever, nausea, tremors, headache.",Bronchitis
"I have tremors, chest pain, diarrhea.",Allergy
"I have tremors, nausea, appetite loss, muscle pain.",Tuberculosis
"I have tremors, fever, shortness of breath, rash, weight loss.",Arthritis
"I have sore throat, dizziness, insomnia, sneezing.",Diabetes
"I have insomnia, sneezing, swelling, fatigue, tremors, depression, nausea.",Thyroid Disorder
"I have fatigue, depression, tremors.",Gastritis
"I have blurred vision, nausea, fatigue, chest pain, sweating.",Allergy
"I have back pain, sore throat, cough, shortness of breath, anxiety.",Hypertension
"I have fever, depression, runny nose.",Bronchitis
"I have weight loss, rash, sore throat.",Epilepsy
"I have appetite loss, back pain, joint pain, vomiting, nausea.",Thyroid Disorder
"I have dizziness, shortness of breath, depression, rash, insomnia, appetite loss, back pain.",Dermatitis
"I have insomnia, blurred vision, sore throat, depression, appetite loss, tremors, rash.",Asthma
"I have nausea, rash, diarrhea, fatigue, cough, insomnia, chest pain.",Chronic Kidney Disease
"I have tremors, nausea, dizziness, appetite loss, muscle pain.",Asthma
"I have tremors, depression, weight gain, anxiety.",Arthritis
"I have depression, headache, vomiting, dizziness, chest pain, muscle pain, weight gain.",Liver Disease
"I have cough, headache, vomiting, weight gain, sweating, abdominal pain.",Thyroid Disorder
"I have sweating, runny nose, nausea, sneezing.",Hypertension
"I have fatigue, chest pain, fever, cough, weight gain, joint pain.",Gastritis
"I have dizziness, vomiting, blurred vision, anxiety, fatigue, back pain, sore throat.",Depression
"I have sore throat, swelling, diarrhea, blurred vision.",Allergy
"I have joint pain, tremors, weight loss, diarrhea, back pain, shortness of breath, anxiety.",Anxiety
"I have swelling, insomnia, back pain.",Arthritis
"I have cough, joint pain, sweating.",Heart Disease
"I have fever, sneezing, appetite loss, depression, sore throat.",Anemia
"I have joint pain, muscle pain, swelling, tremors, diarrhea.",Hypertension
"I have sweating, diarrhea, tremors, runny nose, rash, headache.",Stroke
"I have sore throat, sweating, appetite loss, joint pain, abdominal pain, cough, back pain.",Asthma
"I have fever, weight gain, rash, insomnia.",Covid-19
"I have anxiety, abdominal pain, muscle pain, rash, blurred vision.",Heart Disease
"I have fatigue, muscle pain, headache.",Ulcer
"I have runny nose, dizziness, cough, insomnia, swelling, sore throat.",Food Poisoning
"I have abdominal pain, fatigue, insomnia, diarrhea, runny nose, appetite loss.",Stroke
"I have blurred vision, chest pain, weight loss, back pain, cough.",Obesity
"I have sore throat, fever, appetite loss, rash.",Arthritis
"I have vomiting, sweating, runny nose.",Allergy
"I have sore throat, fever, weight gain.",Tuberculosis
"I have headache, depression, insomnia, tremors, vomiting, appetite loss, chest pain.",Arthritis
"I have dizziness, muscle pain, swelling, sweating.",Ulcer
"I have back pain, weight gain, shortness of breath, joint pain, diarrhea, vomiting, weight loss.",Tuberculosis
"I have rash, runny nose, blurred vision, muscle pain, cough, nausea, sweating.",Thyroid Disorder
"I have nausea, vomiting, abdominal pain, shortness of breath.",Arthritis
"I have insomnia, dizziness, depression, sore throat, shortness of breath.",Gastritis
"I have weight loss, appetite loss, swelling, rash, fever, sneezing.",Covid-19
"I have cough, shortness of breath, tremors, diarrhea.",Food Poisoning
"I have shortness of breath, weight gain, fatigue, runny nose, depression, blurred vision, anxiety.",Anxiety
"I have chest pain, weight loss, diarrhea, depression, muscle pain, blurred vision.",Asthma
"I have depression, weight loss, blurred vision, sore throat.",Food Poisoning
"I have sneezing, weight gain, shortness of breath, blurred vision, dizziness.",Diabetes
"I have anxiety, sneezing, rash, vomiting.",Sinusitis
"I have fever, cough, nausea, joint pain.",Anemia
"I have tremors, fatigue, depression, insomnia, sweating, appetite loss, chest pain.",Anxiety
"I have joint pain, sneezing, chest pain, cough, insomnia.",Allergy
"I have weight loss, appetite loss, sneezing, muscle pain, sore throat.",Stroke
"I have nausea, cough, weight loss, back pain, joint pain.",Obesity
"I have rash, diarrhea, joint pain, muscle pain, chest pain, tremors, sneezing.",Epilepsy
"I have chest pain, back pain, abdominal pain, anxiety.",Thyroid Disorder
"I have nausea, rash, back pain, sweating.",Dementia
"I have chest pain, runny nose, abdominal pain, insomnia, sneezing.",Diabetes
"I have sweating, headache, abdominal pain, rash, back pain.",Arthritis
"I have joint pain, weight loss, insomnia, fever, sweating, diarrhea, rash.",Asthma
"I have dizziness, weight loss, diarrhea, depression, appetite loss, rash.",Ulcer
"I have sneezing, abdominal pain, shortness of breath, weight loss, dizziness, swelling.",Chronic Kidney Disease
"I have insomnia, muscle pain, back pain.",Chronic Kidney Disease
"I have runny nose, weight gain, diarrhea, appetite loss, joint pain, weight loss, back pain.",Anemia
"I have diarrhea, swelling, chest pain, joint pain, insomnia, sore throat.",Parkinson'S
"I have vomiting, blurred vision, fever, rash, muscle pain.",Pneumonia
"I have diarrhea, shortness of breath, sore throat.",Covid-19
"I have depression, appetite loss, weight loss, swelling.",Influenza
"I have diarrhea, blurred vision, dizziness, sore throat.",Ulcer
"I have sore throat, muscle pain, anxiety.",Bronchitis
"I have diarrhea, back pain, fever, muscle pain, weight gain, cough.",Gastritis
"I have dizziness, sneezing, insomnia, sore throat, nausea, vomiting.",Liver Disease
"I have sneezing, chest pain, fever, shortness of breath, headache, appetite loss, tremors.",Liver Disease
"I have insomnia, anxiety, rash, runny nose, blurred vision, weight gain.",Parkinson'S
"I have fatigue, nausea, runny nose, sore throat, joint pain, chest pain, diarrhea.",Diabetes
"I have weight gain, appetite loss, fever, sweating.",Dermatitis
"I have fatigue, dizziness, tremors, joint pain, runny nose, swelling, sore throat.",Sinusitis
"I have vomiting, tremors, abdominal pain, depression, anxiety, sore throat.",Ibs
"I have abdominal pain, depression, anxiety, fever, tremors, weight loss.",Thyroid Disorder
"I have fatigue, shortness of breath, insomnia, headache.",Thyroid Disorder
"I have nausea, muscle pain, vomiting, weight loss, fever, abdominal pain.",Epilepsy
"I have sweating, insomnia, tremors, appetite loss.",Epilepsy
"I have sweating, weight gain, nausea, shortness of breath, diarrhea.",Epilepsy
"I have diarrhea, fever, sweating, sore throat.",Liver Disease
"I have back pain, depression, runny nose, swelling, sore throat, nausea, abdominal pain.",Diabetes
"I have abdominal pain, chest pain, weight loss, appetite loss, shortness of breath, swelling.",Allergy
"I have sweating, vomiting, rash, diarrhea, appetite loss, joint pain.",Diabetes
"I have depression, cough, diarrhea, back pain.",Ibs
"I have cough, abdominal pain, depression, sore throat, runny nose, nausea, joint pain.",Allergy
"I have weight loss, runny nose, swelling, fatigue.",Stroke
"I have depression, diarrhea, tremors, anxiety, muscle pain.",Dermatitis
"I have sneezing, vomiting, sore throat, nausea, muscle pain, tremors, blurred vision.",Dementia
"I have runny nose, fever, weight gain, headache, joint pain.",Tuberculosis
"I have fatigue, rash, shortness of breath.",Parkinson'S
"I have headache, sore throat, nausea, muscle pain, shortness of breath, swelling.",Heart Disease
"I have fatigue, appetite loss, vomiting, swelling, fever.",Sinusitis
"I have muscle pain, back pain, sweating, headache, depression.",Dermatitis
"I have weight gain, chest pain, appetite loss, tremors, vomiting, swelling.",Ibs
"I have anxiety, tremors, shortness of breath, nausea, weight loss.",Gastritis
"I have swelling, sore throat, dizziness.",Asthma
"I have dizziness, sweating, chest pain, blurred vision, insomnia, joint pain, muscle pain.",Ulcer
"I have shortness of breath, fatigue, abdominal pain, weight loss, diarrhea, joint pain, appetite loss.",Dementia
"I have runny nose, chest pain, blurred vision, weight loss, joint pain, rash.",Food Poisoning
"I have abdominal pain, headache, anxiety, appetite loss.",Hypertension
"I have fatigue, dizziness, swelling, appetite loss, weight loss, rash, sneezing.",Hypertension
"I have sweating, anxiety, joint pain, weight gain, fatigue, fever, abdominal pain.",Chronic Kidney Disease
"I have fever, cough, blurred vision, dizziness, shortness of breath.",Dermatitis
"I have sneezing, back pain, cough, runny nose, weight gain, tremors, blurred vision.",Depression
"I have muscle pain, sore throat, back pain, joint pain.",Influenza
"I have swelling, vomiting, tremors, fatigue, headache, chest pain, sore throat.",Anemia
"I have depression, runny nose, chest pain, swelling, cough.",Bronchitis
"I have fatigue, headache, sore throat, nausea, rash, sneezing.",Common Cold
"I have muscle pain, appetite loss, fatigue, tremors, rash.",Obesity
"I have muscle pain, rash, abdominal pain, anxiety.",Epilepsy
"I have fatigue, weight gain, vomiting, blurred vision, insomnia, sweating, depression.",Epilepsy
"I have headache, diarrhea, depression, sneezing, runny nose.",Arthritis
"I have joint pain, vomiting, chest pain, sneezing, fatigue.",Hypertension
"I have shortness of breath, swelling, blurred vision, rash, cough, vomiting, sweating.",Heart Disease
"I have headache, vomiting, weight loss.",Sinusitis
"I have tremors, chest pain, diarrhea.",Obesity
"I have sweating, dizziness, joint pain, appetite loss, vomiting, fever, cough.",Allergy
"I have weight gain, tremors, muscle pain, insomnia, swelling.",Common Cold
"I have joint pain, blurred vision, muscle pain, runny nose.",Stroke
"I have vomiting, weight gain, weight loss, nausea, insomnia, appetite loss, fever.",Pneumonia
"I have muscle pain, appetite loss, abdominal pain, dizziness, swelling, fever.",Hypertension
"I have swelling, muscle pain, cough.",Liver Disease
"I have sweating, fever, tremors, blurred vision, sneezing, joint pain.",Stroke
"I have dizziness, joint pain, headache, weight loss, shortness of breath.",Dementia
"I have runny nose, muscle pain, swelling.",Heart Disease
"I have insomnia, tremors, shortness of breath, swelling, abdominal pain, joint pain, chest pain.",Thyroid Disorder
"I have fatigue, weight gain, sneezing, appetite loss, cough.",Liver Disease
"I have diarrhea, abdominal pain, sweating.",Ulcer
"I have chest pain, muscle pain, sneezing, runny nose, cough, diarrhea, appetite loss.",Diabetes
"I have insomnia, blurred vision, abdominal pain, appetite loss, vomiting, sore throat.",Influenza
"I have fatigue, fever, shortness of breath, rash.",Influenza
"I have cough, tremors, vomiting, weight gain.",Covid-19
"I have sweating, back pain, sneezing, fever.",Hypertension
"I have appetite loss, diarrhea, sweating, abdominal pain, headache, joint pain, rash.",Dermatitis
"I have cough, rash, sneezing, sweating, shortness of breath, anxiety.",Asthma
"I have nausea, back pain, appetite loss, chest pain, weight gain.",Influenza
"I have dizziness, tremors, rash, insomnia.",Food Poisoning
"I have weight gain, sneezing, runny nose.",Asthma
"I have blurred vision, muscle pain, anxiety, swelling, sneezing, insomnia.",Ibs
"I have blurred vision, back pain, fatigue, anxiety.",Chronic Kidney Disease
"I have back pain, tremors, shortness of breath, weight gain, chest pain, dizziness, rash.",Common Cold
"I have fatigue, anxiety, abdominal pain.",Obesity
"I have back pain, depression, rash, muscle pain, nausea.",Tuberculosis
"I have fatigue, vomiting, insomnia, depression.",Stroke
"I have dizziness, weight gain, depression, insomnia.",Anxiety
"I have shortness of breath, muscle pain, anxiety, back pain, fever, swelling, fatigue.",Anemia
"I have dizziness, cough, sore throat, sweating, swelling.",Covid-19
"I have sweating, joint pain, appetite loss, runny nose.",Obesity
"I have blurred vision, depression, rash, sore throat, chest pain, headache.",Tuberculosis
"I have diarrhea, appetite loss, weight loss, sweating, tremors, chest pain.",Heart Disease
"I have blurred vision, sore throat, vomiting.",Tuberculosis
"I have sore throat, anxiety, chest pain, depression, abdominal pain.",Diabetes
"I have fever, fatigue, diarrhea, weight loss.",Diabetes
"I have appetite loss, cough, nausea, rash, depression, weight gain.",Ulcer
"I have joint pain, anxiety, sweating, appetite loss, tremors.",Depression
"I have dizziness, fatigue, sweating, joint pain, sneezing, vomiting, runny nose.",Asthma
"I have headache, runny nose, rash, swelling, muscle pain, fatigue.",Migraine
"I have dizziness, tremors, fatigue, fever, abdominal pain, muscle pain.",Epilepsy
"I have sweating, sore throat, insomnia, swelling, nausea, weight loss.",Allergy
"I have back pain, vomiting, fever, chest pain.",Liver Disease
"I have back pain, blurred vision, weight gain, sneezing, swelling, sore throat.",Gastritis
"I have sneezing, cough, blurred vision.",Influenza
"I have weight gain, headache, sneezing, diarrhea.",Gastritis
"I have runny nose, cough, rash, back pain, diarrhea, headache, muscle pain.",Ulcer
"I have chest pain, sneezing, sore throat, diarrhea, nausea.",Migraine
"I have chest pain, fever, anxiety, sore throat, muscle pain, blurred vision, rash.",Influenza
"I have abdominal pain, chest pain, cough, weight loss.",Depression
"I have abdominal pain, muscle pain, shortness of breath.",Migraine
"I have muscle pain, appetite loss, chest pain.",Allergy
"I have weight gain, rash, headache, sore throat, fatigue, sweating.",Hypertension
"I have nausea, dizziness, sore throat, muscle pain, abdominal pain, shortness of breath.",Food Poisoning
"I have rash, weight gain, sweating, depression, back pain.",Allergy
"I have runny nose, weight loss, weight gain, cough, shortness of breath, sweating, diarrhea.",Bronchitis
"I have runny nose, fever, sweating, rash, chest pain.",Heart Disease
"I have dizziness, tremors, depression, sore throat, headache.",Liver Disease
"I have back pain, fever, rash.",Influenza
"I have nausea, fatigue, dizziness, sweating.",Epilepsy
"I have sweating, swelling, vomiting.",Pneumonia
"I have depression, sneezing, nausea, back pain, anxiety, joint pain.",Allergy
"I have weight gain, blurred vision, rash, depression, appetite loss.",Tuberculosis
"I have diarrhea, cough, abdominal pain, weight loss, fever, shortness of breath.",Liver Disease
"I have nausea, appetite loss, runny nose, chest pain, fatigue.",Influenza
"I have depression, sneezing, abdominal pain.",Liver Disease
"I have back pain, weight gain, sore throat, muscle pain, joint pain.",Anxiety
"I have sore throat, fever, back pain, rash, cough, appetite loss, vomiting.",Tuberculosis
"I have appetite loss, weight loss, sweating, anxiety.",Covid-19
"I have blurred vision, fever, joint pain, swelling, insomnia.",Hypertension
"I have abdominal pain, cough, runny nose, appetite loss, joint pain, swelling.",Epilepsy
"I have tremors, sneezing, vomiting.",Dementia
"I have swelling, blurred vision, nausea, vomiting, tremors, sneezing, shortness of breath.",Thyroid Disorder
"I have headache, chest pain, sore throat.",Tuberculosis
"I have appetite loss, weight loss, sneezing, abdominal pain.",Ibs
"I have weight gain, sore throat, runny nose.",Chronic Kidney Disease
"I have sneezing, appetite loss, fever, weight loss, depression, muscle pain.",Ulcer
"I have weight gain, appetite loss, insomnia.",Hypertension
"I have dizziness, back pain, joint pain, cough.",Anemia
"I have weight loss, rash, vomiting, joint pain.",Parkinson'S
"I have weight loss, sore throat, cough.",Dementia
"I have headache, dizziness, back pain.",Anxiety
"I have rash, cough, shortness of breath, sneezing, weight loss, back pain, headache.",Dementia
"I have runny nose, headache, sneezing, weight loss, sore throat, shortness of breath.",Diabetes
"I have sore throat, depression, swelling, joint pain, dizziness, chest pain, vomiting.",Pneumonia
"I have shortness of breath, weight gain, diarrhea.",Asthma
"I have joint pain, weight gain, fatigue.",Gastritis
"I have abdominal pain, joint pain, weight loss, cough, chest pain.",Allergy
"I have joint pain, weight gain, muscle pain, insomnia, sweating.",Influenza
"I have weight gain, diarrhea, insomnia, vomiting, blurred vision, sweating, joint pain.",Chronic Kidney Disease
"I have headache, anxiety, tremors, rash, weight loss, insomnia.",Common Cold
"I have back pain, blurred vision, cough, sweating, vomiting, abdominal pain, headache.",Dementia
"I have depression, weight loss, back pain, rash, fever, sneezing.",Dermatitis
"I have anxiety, vomiting, diarrhea, runny nose, swelling, appetite loss.",Influenza
"I have joint pain, insomnia, cough, abdominal pain, sore throat.",Depression
"I have anxiety, dizziness, vomiting, weight loss, runny nose, back pain, nausea.",Thyroid Disorder
"I have blurred vision, rash, sore throat.",Diabetes
"I have sneezing, depression, dizziness, muscle pain, blurred vision.",Arthritis
"I have rash, headache, muscle pain, joint pain, tremors, vomiting, blurred vision.",Thyroid Disorder
"I have anxiety, appetite loss, weight gain, diarrhea, fever, dizziness.",Parkinson'S
"I have tremors, muscle pain, anxiety, rash, swelling, back pain.",Common Cold
"I have abdominal pain, vomiting, weight gain, fever, runny nose, dizziness.",Ulcer
"I have weight gain, rash, appetite loss, cough.",Dementia
"I have fatigue, tremors, sneezing, diarrhea, appetite loss, fever.",Diabetes
"I have swelling, abdominal pain, sore throat, sweating, sneezing, vomiting, weight loss.",Dementia
"I have nausea, rash, sneezing, sore throat, sweating, runny nose, appetite loss.",Covid-19
"I have rash, shortness of breath, insomnia, appetite loss, muscle pain, diarrhea.",Common Cold
"I have sweating, weight gain, abdominal pain, tremors, joint pain, insomnia, nausea.",Parkinson'S
"I have tremors, muscle pain, fever, joint pain, dizziness, sore throat, nausea.",Sinusitis
"I have cough, depression, weight gain, tremors, back pain.",Influenza
"I have runny nose, shortness of breath, rash, fever.",Anxiety
"I have tremors, abdominal pain, vomiting, back pain, headache.",Gastritis
"I have rash, headache, runny nose.",Hypertension
"I have depression, sweating, joint pain.",Dementia
"I have rash, vomiting, joint pain, cough, tremors, chest pain.",Influenza
"I have vomiting, back pain, swelling.",Influenza
"I have anxiety, runny nose, swelling, appetite loss, blurred vision, muscle pain.",Dementia
"I have runny nose, appetite loss, rash, depression, fatigue, shortness of breath.",Common Cold
"I have anxiety, sore throat, nausea, tremors, appetite loss, diarrhea.",Bronchitis
"I have headache, back pain, sneezing.",Covid-19
"I have joint pain, sneezing, abdominal pain.",Bronchitis
